date,max_temperature_s,max_wind_speed_s,min_temperature_s,min_wind_speed_s,rain_s,snow_on_ground_v
2018-05-12,4.26,8.12,3.26,6.09,6.55,0
2018-05-11,4.27,8.23,3.25,5.97,6.53,0
2018-05-10,4.33,8.33,3.26,5.89,6.87,0
2018-05-09,4.34,8.28,3.23,5.87,6.68,0
2018-05-08,4.35,8.18,3.21,5.89,6.89,0
2018-05-07,4.41,8.23,3.24,6.01,6.81,0.1
2018-05-06,4.5,8.38,3.29,6.23,5.95,0.1
2018-05-05,4.48,8.88,3.3,6.35,6.24,0.1
2018-05-04,4.43,8.98,3.27,6.27,6.47,0.2
2018-05-03,4.34,8.99,3.18,6.11,6.55,0.2
2018-05-02,4.25,8.71,3.16,6.14,6.33,0.3
2018-05-01,4.19,8.68,3.14,6.18,6.27,0.4
2018-04-30,4.17,8.64,3.09,6.03,6.27,0.7
2018-04-29,4.1,8.66,3.01,6.08,6.35,0.9
2018-04-28,4.06,8.85,2.93,6.23,6.2,1.3
2018-04-27,4,9.07,2.92,6.37,6.15,1.7
2018-04-26,3.93,9.04,3,6.54,6.08,2.2
2018-04-25,3.84,8.9,3.06,6.67,5.4,2.7
2018-04-24,3.85,9.16,3.19,6.87,5.52,3.3
2018-04-23,3.87,9.17,3.31,6.86,5.21,3.9
2018-04-22,3.92,9.11,3.38,6.84,5.15,4.6
2018-04-21,3.91,9.2,3.38,6.87,5.21,5.4
2018-04-20,3.92,8.88,3.42,6.75,4.86,6.2
2018-04-19,3.91,9.2,3.47,6.75,4.38,7.1
2018-04-18,3.95,9.62,3.49,6.87,4.25,8.1
2018-04-17,3.91,9.78,3.48,6.87,4.39,9.2
2018-04-16,3.91,9.78,3.49,6.89,4.35,10.3
2018-04-15,3.9,10.13,3.5,6.94,4.24,11.4
2018-04-14,3.87,10.01,3.54,6.89,5.35,12.5
2018-04-13,3.9,9.94,3.6,6.87,5.38,13.7
2018-04-12,3.97,9.93,3.66,6.88,5.38,14.9
2018-04-11,4.02,9.97,3.69,6.94,5.69,16.3
2018-04-10,3.92,10.27,3.73,7.2,5.7,17.7
2018-04-09,3.89,10.4,3.67,7.15,5.58,19.1
2018-04-08,3.89,10.4,3.68,7.29,5.57,20.6
2018-04-07,3.8,10.52,3.71,7.35,6.01,22.1
2018-04-06,3.81,10.48,3.87,7.33,6.37,23.6
2018-04-05,3.93,10.54,3.96,7.35,6.67,25.2
2018-04-04,4.01,10.31,4.03,7.47,6.56,26.9
2018-04-03,4.04,10.24,4.14,7.48,6.66,28.7
2018-04-02,4.03,10.42,4.23,7.43,6.42,30.5
2018-04-01,4.04,10.39,4.35,7.43,6.39,32.2
2018-03-31,4.04,10.36,4.57,7.61,6.38,33.5
2018-03-30,4.1,11.18,4.66,8.31,5.29,35.2
2018-03-29,4.06,11.86,4.67,8.52,5.28,36.8
2018-03-28,3.92,11.89,4.71,8.57,5.24,38.3
2018-03-27,3.87,11.82,4.81,8.43,4.87,39.9
2018-03-26,4,11.63,4.93,8.16,4.83,41.2
2018-03-25,4.02,11.44,4.98,8.11,4.85,42.6
2018-03-24,4.01,11.53,5.05,8.1,4.74,44.1
2018-03-23,4.08,11.63,5.11,8.1,4.23,45.6
2018-03-22,4.12,11.88,5.14,8.17,3.94,47.2
2018-03-21,4.12,11.97,5.2,8.19,3.6,48.7
2018-03-20,4.15,12.09,5.29,8.29,3.62,50.3
2018-03-19,4.14,12.15,5.29,8.45,3.31,51.5
2018-03-18,4.15,12.29,5.37,8.53,3.72,52.9
2018-03-17,4.28,12.35,5.54,8.58,3.96,54.4
2018-03-16,4.48,12.37,5.68,8.44,3.97,56.4
2018-03-15,4.58,11.85,5.81,7.84,4.08,58.1
2018-03-14,4.67,11.16,5.98,7.61,4.12,59.9
2018-03-13,4.81,10.95,6.02,7.6,4.11,61.6
2018-03-12,4.89,11.03,5.99,7.76,4.15,62.9
2018-03-11,5.01,11.56,6.03,7.9,4.17,64.3
2018-03-10,5.08,12.04,6.12,8.01,4.08,65.6
2018-03-09,5.17,12.03,6.23,8.02,4.32,67.1
2018-03-08,5.31,12.05,6.35,8.04,4.34,68.4
2018-03-07,5.41,11.98,6.38,7.92,4.04,69.7
2018-03-06,5.5,11.99,6.54,8.11,3.78,70.8
2018-03-05,5.61,12.11,6.63,8.25,3.65,71.9
2018-03-04,5.63,12.09,6.67,8.21,3.66,73
2018-03-03,5.72,11.97,6.68,8.23,3.32,73.9
2018-03-02,5.67,12,6.63,8.12,3.16,74.4
2018-03-01,5.57,11.84,6.6,8.06,3.8,74.9
2018-02-28,5.58,11.85,6.56,8.15,3.83,75.4
2018-02-27,5.53,12.04,6.49,8.1,3.83,75.8
2018-02-26,5.49,12.16,6.48,8.08,3.83,76.1
2018-02-25,5.54,12.33,6.48,8.25,3.98,76.3
2018-02-24,5.58,12.48,6.53,8.14,4.05,76.6
2018-02-23,5.52,12.47,6.44,8.1,4.1,76.9
2018-02-22,5.47,12.79,6.29,8.14,4.02,76.9
2018-02-21,5.42,12.82,6.16,8.37,3.96,76.9
2018-02-20,5.4,13.22,6.1,8.53,3.89,76.8
2018-02-19,5.36,13.37,5.98,8.45,3.85,76.4
2018-02-18,5.25,13.32,5.83,8.24,3.86,76
2018-02-17,5.19,13.25,5.78,8.17,3.91,75.5
2018-02-16,5.19,13.11,5.79,8.32,3.88,75
2018-02-15,5.26,13.03,5.83,8.48,3.48,74.4
2018-02-14,5.31,13.05,5.84,8.56,3.24,73.7
2018-02-13,5.29,13.1,5.86,8.66,3.04,72.6
2018-02-12,5.34,13.41,5.84,8.96,3.1,71.5
2018-02-11,5.49,13.57,5.91,8.99,3.21,70.4
2018-02-10,5.49,13.38,5.94,8.86,2.95,69.3
2018-02-09,5.35,13.11,5.84,9,2.82,68.1
2018-02-08,5.36,13.04,5.81,9.18,2.74,66.9
2018-02-07,5.34,12.76,5.79,9.15,2.46,65.8
2018-02-06,5.27,12.7,5.78,9.06,3.17,64.5
2018-02-05,5.24,12.39,5.79,8.97,3.18,63.1
2018-02-04,5.19,12.41,5.73,9.1,3.22,61.8
2018-02-03,5.28,12.61,5.72,9.1,3.45,60.6
2018-02-02,5.43,13.11,5.7,9.42,3.57,59.6
2018-02-01,5.49,13.4,5.69,9.43,3.65,58.7
2018-01-31,5.5,13.64,5.62,9.39,3.8,57.9
2018-01-30,5.43,13.65,5.47,9.49,3.79,57.1
2018-01-29,5.39,13.92,5.32,9.67,3.79,56.4
2018-01-28,5.3,13.74,5.25,9.57,3.64,55.5
2018-01-27,5.21,13.79,5.12,9.5,3.6,54.5
2018-01-26,5.19,13.72,5.07,9.54,3.59,53.5
2018-01-25,5.2,13.74,5.04,9.42,3.65,52.8
2018-01-24,5.16,13.55,4.95,9.34,3.77,51.9
2018-01-23,5.11,13.48,4.9,9.43,3.75,50.9
2018-01-22,5.22,13.54,4.93,9.5,3.14,50.1
2018-01-21,5.32,13.55,5,9.54,3.15,49.2
2018-01-20,5.32,13.59,4.98,9.39,3.2,48.3
2018-01-19,5.23,13.32,4.97,9.33,3.23,47.5
2018-01-18,5.04,12.84,4.91,9.09,3.07,46.5
2018-01-17,4.89,12.54,4.84,8.94,2.88,45.4
2018-01-16,4.86,12.41,4.81,9.08,2.73,44.3
2018-01-15,4.84,12.48,4.85,9.01,2.75,43.3
2018-01-14,4.84,12.18,4.88,8.64,3,42.5
2018-01-13,4.79,12.17,4.85,8.81,3.18,41.9
2018-01-12,4.71,12.09,4.77,8.85,3.25,41.3
2018-01-11,4.65,12.04,4.68,8.72,3.27,40.7
2018-01-10,4.62,11.88,4.67,8.83,3.19,39.8
2018-01-09,4.63,11.84,4.68,8.84,3.05,38.9
2018-01-08,4.59,11.84,4.63,8.87,3.08,38.2
2018-01-07,4.48,11.75,4.53,8.99,3.03,37.3
2018-01-06,4.48,11.85,4.5,9.03,3.06,36.4
2018-01-05,4.51,11.72,4.54,9.03,2.98,35.4
2018-01-04,4.51,11.75,4.51,9.11,2.65,34.3
2018-01-03,4.5,12,4.53,9.25,2.69,33
2018-01-02,4.54,11.97,4.55,9.3,2.67,31.6
2018-01-01,4.6,12.11,4.62,9.21,3.22,30.1
2017-12-31,4.68,12.21,4.61,9.36,3.36,28.7
2017-12-30,4.68,12.35,4.62,9.6,3.19,27.1
2017-12-29,4.72,12.23,4.69,9.46,3.27,25.7
2017-12-28,4.75,12.32,4.79,9.6,3.29,24.2
2017-12-27,4.82,12.42,4.79,9.65,3.35,22.8
2017-12-26,4.77,12.71,4.72,9.69,3.55,21.4
2017-12-25,4.73,12.99,4.66,9.56,3.61,20.1
2017-12-24,4.65,13.1,4.66,9.36,3.62,18.9
2017-12-23,4.6,13.07,4.66,9.09,3.83,17.8
2017-12-22,4.52,12.74,4.57,8.99,3.83,16.7
2017-12-21,4.51,12.7,4.59,9.03,3.82,15.8
2017-12-20,4.53,12.64,4.61,9.07,3.85,15
2017-12-19,4.66,12.47,4.65,8.94,4.05,14.3
2017-12-18,4.66,12.6,4.67,8.99,4.11,13.7
2017-12-17,4.59,12.58,4.59,8.92,4.15,13.2
2017-12-16,4.53,12.63,4.57,8.86,4.5,12.5
2017-12-15,4.53,12.72,4.55,8.7,5.1,11.9
2017-12-14,4.55,12.56,4.49,8.6,5.01,11.3
2017-12-13,4.56,12.44,4.43,8.5,5.19,10.7
2017-12-12,4.46,12.25,4.37,8.57,5.29,10
2017-12-11,4.43,12.27,4.35,8.56,5.19,9.4
2017-12-10,4.44,11.96,4.39,8.57,5.19,8.7
2017-12-09,4.43,12.06,4.36,8.79,5.25,8.1
2017-12-08,4.51,11.96,4.31,8.73,5.22,7.4
2017-12-07,4.49,11.93,4.27,8.76,5.19,6.8
2017-12-06,4.48,11.96,4.15,8.7,5.22,6.3
2017-12-05,4.46,12.1,4.1,8.62,5.51,5.7
2017-12-04,4.36,12.15,4.01,8.49,5.61,5.2
2017-12-03,4.33,12.13,3.88,8.31,5.9,4.8
2017-12-02,4.41,12,3.84,8.37,5.66,4.4
2017-12-01,4.36,11.91,3.82,8.32,5.37,4.1
2017-11-30,4.32,11.63,3.86,8.3,4.9,3.7
2017-11-29,4.35,11.71,3.83,8.2,4.93,3.4
2017-11-28,4.37,11.73,3.87,8.17,4.82,3.1
2017-11-27,4.43,11.81,3.91,7.99,4.69,2.9
2017-11-26,4.43,11.65,3.9,7.89,5.3,2.7
2017-11-25,4.42,11.68,3.87,7.82,5.44,2.6
2017-11-24,4.56,11.47,3.91,7.66,5.41,2.4
2017-11-23,4.58,11.62,4.02,7.67,5.57,2.3
2017-11-22,4.53,11.6,4.06,7.6,5.78,2.1
2017-11-21,4.44,11.71,4.01,7.54,5.82,2
2017-11-20,4.38,11.8,3.95,7.57,5.8,1.9
2017-11-19,4.33,11.67,3.84,7.72,5.73,1.7
2017-11-18,4.35,11.45,3.82,7.7,5.72,1.5
2017-11-17,4.3,11.37,3.79,7.66,5.7,1.4
2017-11-16,4.26,11.11,3.62,7.55,5.9,1.3
2017-11-15,4.2,11.39,3.5,7.53,5.9,1.2
2017-11-14,4.21,11.18,3.54,7.4,6.21,1.1
2017-11-13,4.13,10.86,3.56,7.22,6.31,1
2017-11-12,4.05,10.71,3.51,7.23,6.44,0.9
2017-11-11,4.04,10.63,3.5,7.29,6.57,0.8
2017-11-10,4.04,10.62,3.5,7.27,6.85,0.7
2017-11-09,4.02,10.58,3.52,7.19,6.86,0.7
2017-11-08,3.97,10.41,3.4,7.23,7.17,0.6
2017-11-07,3.93,10.45,3.31,7.17,7.19,0.5
2017-11-06,3.95,10.3,3.3,7.3,7.19,0.4
2017-11-05,4.02,10.43,3.35,7.34,7.53,0.4
2017-11-04,4.05,10.49,3.33,7.19,7.6,0.3
2017-11-03,4.02,10.46,3.31,7.21,7.45,0.3
2017-11-02,3.92,10.47,3.27,7.21,7.47,0.2
2017-11-01,3.91,10.44,3.25,7.12,7.38,0.1
2017-10-31,3.83,9.88,3.23,6.93,7.37,0.1
2017-10-30,3.82,9.97,3.21,7.01,7.18,0.1
2017-10-29,3.79,10.03,3.14,6.99,7.44,0
2017-10-28,3.75,10.03,3.09,7.02,7.38,0
2017-10-27,3.68,10.3,3.09,6.89,6.93,0
2017-10-26,3.65,10.27,3.09,6.99,6.9,0
2017-10-25,3.57,10.23,3.11,7.03,7.01,0
2017-10-24,3.53,10.22,3.14,6.95,6.87,0
2017-10-23,3.51,10.42,3.17,7.09,6.99,0
2017-10-22,3.56,10.54,3.17,7.13,7.18,0
2017-10-21,3.48,10.15,3.19,6.93,6.72,0
2017-10-20,3.39,9.87,3.25,6.85,6.92,0
2017-10-19,3.33,9.93,3.25,6.88,6.89,0
2017-10-18,3.31,9.89,3.31,6.75,6.88,0
2017-10-17,3.27,10.12,3.32,6.73,7.95,0
2017-10-16,3.25,10.19,3.32,6.75,8.25,0
2017-10-15,3.2,10.06,3.27,6.69,8.23,0
2017-10-14,3.24,9.91,3.23,6.68,8.01,0
2017-10-13,3.24,9.94,3.22,6.62,7.98,0
2017-10-12,3.29,9.54,3.2,6.59,8.23,0
2017-10-11,3.25,9.42,3.18,6.52,8.06,0
2017-10-10,3.27,9.62,3.18,6.54,7.96,0
2017-10-09,3.33,9.86,3.25,6.57,7.76,0
2017-10-08,3.44,9.59,3.37,6.3,7.9,0
2017-10-07,3.46,9.32,3.46,6.11,8.03,0
2017-10-06,3.5,9.38,3.53,6.08,8.04,0
2017-10-05,3.53,9.23,3.54,6.12,7.8,0
2017-10-04,3.54,9.11,3.48,6.02,8.58,0
2017-10-03,3.49,9.22,3.4,5.92,9.4,0
2017-10-02,3.47,9.05,3.38,6,8.46,0
2017-10-01,3.45,9.04,3.4,6.05,8.34,0
2017-09-30,3.48,9.2,3.53,6.05,8.92,0
2017-09-29,3.53,9.33,3.6,6.02,8.95,0
2017-09-28,3.5,9.35,3.61,6.05,9.15,0
2017-09-27,3.41,9.29,3.65,6.01,9.15,0
2017-09-26,3.37,9.17,3.61,6,9.15,0
2017-09-25,3.32,8.91,3.62,5.93,9.31,0
2017-09-24,3.3,8.58,3.63,5.78,9.38,0
2017-09-23,3.23,8.65,3.59,5.84,9.31,0
2017-09-22,3.23,8.66,3.59,5.68,9.05,0
2017-09-21,3.19,8.56,3.58,5.6,9.16,0
2017-09-20,3.14,8.64,3.52,5.63,9.1,0
2017-09-19,3.11,8.86,3.46,5.82,8.66,0
2017-09-18,3.12,8.71,3.48,5.9,8.33,0
2017-09-17,3.14,8.62,3.48,5.73,9.22,0
2017-09-16,3.06,8.58,3.44,5.64,9.15,0
2017-09-15,3,8.39,3.35,5.55,8.89,0
2017-09-14,2.87,8.18,3.3,5.6,8.85,0
2017-09-13,2.83,7.93,3.28,5.49,8.9,0
2017-09-12,2.77,8.07,3.24,5.47,8.99,0
2017-09-11,2.77,8.13,3.26,5.53,9,0
2017-09-10,2.84,8.09,3.26,5.46,8.85,0
2017-09-09,2.86,8.02,3.23,5.46,8.95,0
2017-09-08,2.89,7.83,3.23,5.41,8.88,0
2017-09-07,2.86,7.68,3.26,5.53,9.24,0
2017-09-06,2.86,7.81,3.23,5.6,9.87,0
2017-09-05,2.87,7.76,3.25,5.58,9.89,0
2017-09-04,2.84,7.43,3.26,5.36,9.68,0
2017-09-03,2.84,7.47,3.22,5.28,9.17,0
2017-09-02,2.83,7.51,3.21,5.28,8.35,0
2017-09-01,2.83,7.34,3.22,5.27,9.05,0
2017-08-31,2.81,7.24,3.26,5.22,8.85,0
2017-08-30,2.83,7.2,3.3,5.16,8.87,0
2017-08-29,2.85,7.09,3.36,5.06,8.96,0
2017-08-28,2.82,6.79,3.36,4.95,8.64,0
2017-08-27,2.8,6.87,3.33,4.8,8.6,0
2017-08-26,2.76,6.85,3.27,4.68,8.84,0
2017-08-25,2.66,6.81,3.22,4.67,9.02,0
2017-08-24,2.6,6.67,3.15,4.69,8.98,0
2017-08-23,2.57,6.57,3.12,4.51,8.63,0
2017-08-22,2.54,6.42,3.12,4.5,7.85,0
2017-08-21,2.53,6.32,3.08,4.35,8.31,0
2017-08-20,2.56,6.32,3.02,4.37,8.41,0
2017-08-19,2.53,6.22,3.01,4.49,8.81,0
2017-08-18,2.47,6,2.98,4.44,8.8,0
2017-08-17,2.42,6.2,2.92,4.6,8.35,0
2017-08-16,2.39,6.62,2.84,4.64,8.26,0
2017-08-15,2.38,6.65,2.81,4.67,8.64,0
2017-08-14,2.33,6.72,2.77,4.67,8.39,0
2017-08-13,2.36,6.7,2.71,4.67,8.62,0
2017-08-12,2.33,6.51,2.62,4.6,9.76,0
2017-08-11,2.31,6.39,2.58,4.64,9.54,0
2017-08-10,2.33,6.43,2.62,4.78,9.15,0
2017-08-09,2.33,7.05,2.65,4.85,9.09,0
2017-08-08,2.36,7,2.63,4.85,9.27,0
2017-08-07,2.36,6.88,2.63,4.69,9.25,0
2017-08-06,2.36,6.81,2.64,4.68,9.36,0
2017-08-05,2.36,6.84,2.65,4.62,9.54,0
2017-08-04,2.38,6.88,2.65,4.57,9.24,0
2017-08-03,2.44,6.86,2.72,4.53,9.23,0
2017-08-02,2.46,6.63,2.76,4.19,8.96,0
2017-08-01,2.45,6.21,2.76,4.19,9.17,0
2017-07-31,2.49,6.26,2.72,4.03,8.98,0
2017-07-30,2.58,6.18,2.73,3.99,8.98,0
2017-07-29,2.59,6.19,2.74,4.08,8.81,0
2017-07-28,2.6,6.22,2.75,4.22,7.63,0
2017-07-27,2.6,6.4,2.75,4.46,7.71,0
2017-07-26,2.65,6.43,2.74,4.24,7.82,0
2017-07-25,2.73,5.83,2.77,4.04,8.02,0
2017-07-24,2.77,5.93,2.82,3.93,7.8,0
2017-07-23,2.8,5.9,2.83,3.94,7.94,0
2017-07-22,2.86,5.9,2.83,3.87,7.5,0
2017-07-21,2.88,5.83,2.85,3.8,7.76,0
2017-07-20,2.89,5.63,2.88,3.65,7.75,0
2017-07-19,2.92,5.59,2.85,3.65,7.84,0
2017-07-18,2.97,5.63,2.76,3.93,7.75,0
2017-07-17,3,5.88,2.76,4.03,7.71,0
2017-07-16,3.04,5.92,2.8,4.1,7.73,0
2017-07-15,3.02,6.04,2.83,4.09,7.64,0
2017-07-14,3.02,6.11,2.86,3.99,7.53,0
2017-07-13,3.11,6.11,2.89,4.04,7.46,0
2017-07-12,3.14,6.05,2.91,3.74,7.62,0
2017-07-11,3.17,6.07,2.94,3.92,7.61,0
2017-07-10,3.11,6.07,2.95,3.98,7.46,0
2017-07-09,3.2,6.07,2.96,4.02,7.5,0
2017-07-08,3.24,6.08,2.97,4.1,7.44,0
2017-07-07,3.3,6.13,2.95,4.2,7.24,0
2017-07-06,3.33,6.21,2.92,4.22,6.78,0
2017-07-05,3.33,6.41,2.9,4.3,6.89,0
2017-07-04,3.42,6.44,2.9,4.37,6.74,0
2017-07-03,3.43,6.54,2.93,4.23,6.81,0
2017-07-02,3.45,6.35,2.94,4.05,6.56,0
2017-07-01,3.47,6.2,2.93,4,6.16,0
2017-06-30,3.51,6.16,2.94,4.09,6.23,0
2017-06-29,3.56,6.04,2.96,4.1,6.32,0
2017-06-28,3.6,6.05,2.97,3.9,6.26,0
2017-06-27,3.64,6.18,3,3.86,5.88,0
2017-06-26,3.62,6.09,3.01,3.8,5.73,0
2017-06-25,3.65,6.14,3,3.8,5.74,0
2017-06-24,3.58,6.05,3.02,3.83,5.69,0
2017-06-23,3.63,6.37,3.03,3.87,5.35,0
2017-06-22,3.61,6.71,2.99,3.73,5.72,0
2017-06-21,3.62,6.58,2.98,3.72,5.57,0
2017-06-20,3.64,6.65,3,3.8,5.42,0
2017-06-19,3.54,6.59,2.96,3.77,5.93,0
2017-06-18,3.66,6.5,2.96,3.66,5.84,0
2017-06-17,3.71,6.57,2.94,3.93,5.7,0
2017-06-16,3.74,6.56,2.93,4.14,5.76,0
2017-06-15,3.75,6.53,2.93,4.18,8.3,0
2017-06-14,3.76,6.7,2.93,4.29,8.4,0
2017-06-13,3.76,6.78,2.98,4.28,8.55,0
2017-06-12,3.76,6.7,3,4.49,8.87,0
2017-06-11,3.79,6.87,3,4.64,8.88,0
2017-06-10,3.88,6.97,2.92,4.79,8.8,0
2017-06-09,3.92,7.09,2.88,4.79,8.8,0
2017-06-08,3.96,6.92,2.92,4.86,8.84,0
2017-06-07,3.92,6.64,2.91,5.03,8.61,0
2017-06-06,3.85,6.81,2.88,5.21,8.77,0
2017-06-05,3.84,6.61,2.9,5.08,8.79,0
2017-06-04,3.83,6.59,2.93,5.06,8.42,0
2017-06-03,3.76,6.63,2.92,5.17,8.44,0
2017-06-02,3.73,6.65,2.94,5.04,8.69,0
2017-06-01,3.68,6.65,3.02,4.92,8.84,0
2017-05-31,3.67,6.79,3.07,4.98,6.48,0
2017-05-30,3.73,6.75,3.06,4.99,6.35,0
2017-05-29,3.73,6.68,3.04,5.14,6.13,0
2017-05-28,3.74,6.73,3.04,5.08,5.67,0
2017-05-27,3.72,6.58,3.04,5.13,6.11,0
2017-05-26,3.66,6.56,3.06,5.22,6.11,0
2017-05-25,3.68,6.59,3.07,5.41,6.27,0
2017-05-24,3.69,6.66,3.02,5.38,6.44,0
2017-05-23,3.71,6.88,3.06,5.31,6.49,0
2017-05-22,3.71,6.91,3.07,5.29,6.25,0
2017-05-21,3.73,6.98,3.08,5.37,6.95,0
2017-05-20,3.83,7.19,3.11,5.5,6.93,0
2017-05-19,3.95,7.22,3.16,5.68,7.13,0
2017-05-18,3.98,7.14,3.25,5.88,6.84,0
2017-05-17,4.12,7.63,3.24,5.99,6.85,0
2017-05-16,4.19,7.75,3.24,6.01,6.88,0
2017-05-15,4.16,7.8,3.26,6.13,6.89,0
2017-05-14,4.18,7.9,3.24,6.07,6.86,0
2017-05-13,4.22,7.96,3.27,6.12,6.98,0
2017-05-12,4.24,8.06,3.25,5.94,6.56,0
2017-05-11,4.27,8.12,3.24,5.81,6.54,0
2017-05-10,4.33,8.21,3.24,5.73,6.89,0
2017-05-09,4.33,8.15,3.21,5.71,6.7,0
2017-05-08,4.34,8.08,3.19,5.77,6.91,0
2017-05-07,4.39,8.22,3.21,5.9,6.83,0.1
2017-05-06,4.47,8.5,3.27,6.16,5.97,0.1
2017-05-05,4.44,8.97,3.29,6.27,6.26,0.1
2017-05-04,4.41,9.07,3.26,6.19,6.16,0.2
2017-05-03,4.35,9.07,3.17,6.05,6.18,0.2
2017-05-02,4.22,8.79,3.14,6.12,5.94,0.3
2017-05-01,4.17,8.75,3.11,6.18,5.96,0.4
2017-04-30,4.16,8.72,3.08,6.09,5.95,0.6
2017-04-29,4.09,8.75,2.99,6.18,6.03,0.9
2017-04-28,4.04,8.94,2.92,6.32,5.87,1.2
2017-04-27,3.98,9.15,2.9,6.45,5.82,1.6
2017-04-26,3.91,9.15,2.93,6.63,5.74,2.1
2017-04-25,3.81,9.03,2.98,6.75,5.02,2.6
2017-04-24,3.82,9.28,3.1,6.95,5.16,3.2
2017-04-23,3.85,9.26,3.23,6.91,4.81,3.8
2017-04-22,3.91,9.17,3.3,6.89,4.77,4.4
2017-04-21,3.89,9.15,3.31,6.89,4.85,5.2
2017-04-20,3.94,8.82,3.37,6.79,4.46,6.1
2017-04-19,3.93,9.14,3.43,6.79,4.42,7
2017-04-18,3.97,9.56,3.45,6.9,4.39,8
2017-04-17,3.94,9.71,3.44,6.9,4.53,9
2017-04-16,3.95,9.71,3.46,6.92,4.41,10.1
2017-04-15,3.92,10.08,3.47,7,4.34,11.2
2017-04-14,3.88,9.97,3.52,6.96,5.26,12.4
2017-04-13,3.92,9.89,3.59,6.94,5.28,13.5
2017-04-12,4,9.86,3.65,6.95,5.28,14.7
2017-04-11,4.04,9.9,3.7,7.01,5.6,16.1
2017-04-10,3.92,10.21,3.74,7.24,5.6,17.5
2017-04-09,3.9,10.33,3.7,7.21,5.47,18.9
2017-04-08,3.91,10.34,3.72,7.35,5.47,20.4
2017-04-07,3.82,10.45,3.76,7.41,5.9,21.9
2017-04-06,3.82,10.42,3.92,7.39,6.27,23.3
2017-04-05,3.95,10.44,4.01,7.4,6.57,24.8
2017-04-04,4.03,10.19,4.07,7.51,6.46,26.4
2017-04-03,4.06,10.14,4.18,7.53,6.56,28.2
2017-04-02,4.05,10.34,4.27,7.46,6.32,29.9
2017-04-01,4.06,10.32,4.4,7.45,6.27,31.6
2017-03-31,4.11,10.31,4.63,7.6,6.23,32.9
2017-03-30,4.18,11.09,4.72,8.31,5.3,34.5
2017-03-29,4.13,11.77,4.72,8.52,5.29,36.1
2017-03-28,3.98,11.82,4.76,8.59,5.26,37.6
2017-03-27,3.95,11.75,4.87,8.46,4.87,39.2
2017-03-26,4.09,11.55,4.99,8.2,4.84,40.6
2017-03-25,4.09,11.38,5.03,8.16,4.86,42
2017-03-24,4.07,11.51,5.09,8.15,4.76,43.5
2017-03-23,4.13,11.8,5.16,8.29,4.25,45.2
2017-03-22,4.16,11.98,5.2,8.36,3.96,46.8
2017-03-21,4.17,12.1,5.29,8.38,3.62,48.5
2017-03-20,4.2,12.21,5.4,8.48,3.63,50.2
2017-03-19,4.2,12.24,5.43,8.63,3.32,51.6
2017-03-18,4.21,12.27,5.53,8.71,3.73,53.2
2017-03-17,4.36,12.27,5.72,8.77,3.96,54.9
2017-03-16,4.56,12.28,5.86,8.64,3.97,57.1
2017-03-15,4.66,11.77,5.99,8.05,4.02,58.9
2017-03-14,4.76,11.16,6.15,7.82,4.06,60.9
2017-03-13,4.88,11.04,6.19,7.79,4.06,62.7
2017-03-12,4.95,11.09,6.15,7.91,4.1,64.2
2017-03-11,5.05,11.6,6.18,8.04,4.11,65.7
2017-03-10,5.12,12.09,6.25,8.14,4.01,67.2
2017-03-09,5.2,12.01,6.35,8.16,4.24,68.7
2017-03-08,5.33,11.86,6.46,8.05,4.13,70.1
2017-03-07,5.44,11.86,6.48,7.9,3.82,71.4
2017-03-06,5.52,11.85,6.64,8.05,3.54,72.7
2017-03-05,5.61,12,6.72,8.19,3.41,73.8
2017-03-04,5.63,12.01,6.73,8.15,3.42,74.9
2017-03-03,5.7,11.98,6.7,8.18,3.04,75.7
2017-03-02,5.62,12.04,6.64,8.06,2.86,76.2
2017-03-01,5.53,11.84,6.62,8,3.56,76.6
2017-02-28,5.54,11.82,6.57,8.09,3.66,77
2017-02-27,5.48,11.95,6.51,8.04,3.66,77.2
2017-02-26,5.45,11.98,6.49,8,3.65,77.4
2017-02-25,5.5,12.18,6.47,8.22,3.82,77.6
2017-02-24,5.55,12.34,6.51,8.11,3.89,77.8
2017-02-23,5.48,12.22,6.42,8.07,3.94,77.9
2017-02-22,5.43,12.58,6.26,8.12,3.87,77.7
2017-02-21,5.39,12.61,6.12,8.34,3.96,77.5
2017-02-20,5.36,13.02,6.06,8.52,3.89,77.3
2017-02-19,5.33,13.17,5.93,8.49,3.85,76.8
2017-02-18,5.23,13.18,5.78,8.3,3.86,76.2
2017-02-17,5.17,13.06,5.73,8.2,3.91,75.7
2017-02-16,5.18,12.92,5.76,8.34,3.88,75
2017-02-15,5.25,12.86,5.78,8.5,3.48,74.4
2017-02-14,5.28,12.91,5.79,8.58,3.25,73.7
2017-02-13,5.26,12.97,5.81,8.68,3.04,72.7
2017-02-12,5.31,13.31,5.79,9,3.11,71.5
2017-02-11,5.45,13.49,5.88,9.02,3.22,70.5
2017-02-10,5.44,13.25,5.92,8.87,2.95,69.4
2017-02-09,5.31,12.94,5.84,9.02,2.83,68.2
2017-02-08,5.33,13.06,5.82,9.24,2.75,67.1
2017-02-07,5.31,12.78,5.81,9.2,2.48,65.9
2017-02-06,5.25,12.71,5.81,9.13,3.19,64.7
2017-02-05,5.21,12.39,5.8,9,3.19,63.3
2017-02-04,5.17,12.35,5.75,8.96,3.24,62
2017-02-03,5.26,12.44,5.74,8.96,3.46,60.9
